id,name,address,coordinates,review_count,rating,zip_code,query,location
rQe4m0Mz3B4GIFSU1ArJwg,Tianfu Spicy Wok,"136-20 Roosevelt Ave, New World Mall, Flushing, NY 11354","(40.7593307, -73.8291779)",45,3.5,11354,chinese food,queens
xeSw2Aj5QNnQAotdwgfH9Q,HKS KITCHEN,"1434D Richmond Rd, Staten Island, NY 10304","(40.594238492674926, -74.0989244)",32,4.0,10304,chinese food,queens
JeEEclAyzzROabgo1TN43A,Fu Xing House,"3335 Fulton St, Brooklyn, NY 11208","(40.6837615966797, -73.8726119995117)",5,3.5,11208,chinese food,queens
pknxQvCkyYnQpb8XWtM_bw,Butterfly II Chinese Rest,"145109 Guy R Brewer Blvd, Jamaica, NY 11434","(40.66339, -73.76812)",9,2.5,11434,chinese food,queens
wQxJkDpO3kOSBRSsRi3CaA,Jade Eatery And Lounge,"1 Station Sq, Ste 2, Forest Hills, NY 11375","(40.718933, -73.845291)",733,3.5,11375,chinese food,queens
zNq5Aw4c7ZQVhs3ZR2nDCw,Fortune Garden,"6949 Grand Ave, Maspeth, NY 11378","(40.72701, -73.89401)",22,2.5,11378,chinese food,queens
_Eny4Wnv-LkwLlfAvX5FkA,Hing Long Chinese Restaurant,"40 N Ctrl Ct, Valley Stream, NY 11580","(40.6816264058936, -73.711759132606)",8,4.0,11580,chinese food,queens
2fTT-vnlcJp5o5r_tzYCVA,Joy Food Kitchen,"216 Livingston St, Northvale, NJ 07647","(41.00801, -73.94781)",35,4.0,07647,chinese food,queens
vFmBN7U25QAIpTjK_EFmfA,Xiun Wei Restaurant,"124 Westchester Square, Store 3, Bronx, NY 10461","(40.84025025958728, -73.84211967285627)",3,4.5,10461,chinese food,queens
AP_oUjeMtPlyd6fXaQ1PiA,Spring Thai Fusion & Bar,"96-40 Queen Blvd, Rego Park, NY 11374","(40.7293745, -73.86129100000001)",57,4.0,11374,chinese food,queens
cOmOW6-mJZi25p-JFaE3MA,Dae Song Chinese Restaurant,"4330 Corporal Kennedy St, Bayside, NY 11361","(40.7598217, -73.7742643)",31,4.0,11361,chinese food,queens
DQJHzDWgrbXVet4LgKp_Xw,Jade Joy Restaurant,"1642 Bruckner Blvd, Bronx, NY 10473","(40.823043, -73.873625)",6,2.5,10473,chinese food,queens
bwRjpch1ssLw2czICXE2sQ,Best Yummy,"16057 Rockaway Blvd, Jamaica, NY 11434","(40.66355, -73.776521)",23,3.5,11434,chinese food,queens
nb-enKBWAbJ1L7Db4zs8eQ,King Hing Restaurant,"3227 Westchester Ave, Bronx, NY 10461","(40.85217, -73.82916)",11,4.0,10461,chinese food,queens
GMAO0nrJ5ZddqyB95uDZWw,Hardee Lee,"1645 St John's Pl, Brooklyn, NY 11233","(40.670403, -73.922707)",1,4.0,11233,chinese food,queens
EYFLlLxrF1BcZzS8B4yZFQ,Five Star Chinese Restaurant,"456 Sheridan Blvd, Inwood, NY 11096","(40.6214342413636, -73.7471573517282)",5,4.0,11096,chinese food,queens
yS3mshVSGCclmB7Lu2tCSw,May May Restaurant,"1269 Sutter Ave, Brooklyn, NY 11208","(40.67303, -73.87117)",4,2.0,11208,chinese food,queens
t_NTzEue-PdcSD7XxPZvjQ,Dynasty Chinese Restaurant,"147-18 Northern Blvd, Flushing, NY 11354","(40.76519482495, -73.8186600258437)",19,3.0,11354,chinese food,queens
3xopDG55pZ6Z6UUAcGfxhw,New Spring Garden,"9426 Roosevelt Ave, Jackson Heights, NY 11372","(40.7487976, -73.8716292)",11,3.5,11372,chinese food,queens
Gh4TyhJSqL_24fplLvVpGw,China Cocina,"103-10 Roosevelt Ave, Queens, NY 11368","(40.7494, -73.8624)",18,4.0,11368,chinese food,queens
XD9XiCUvbvCt7laocvAadw,Hana Asian Bistro,"150-03 Crossbay Blvd, Ozone Park, NY 11417","(40.6699939531997, -73.8424712286242)",245,4.0,11417,chinese food,queens
PyaeHq_UAu6nazGiy0XAnw,Ginger and Lemongrass,"1253 150th St, Whitestone, NY 11357","(40.78929, -73.81369)",903,4.0,11357,chinese food,queens
AoprDGDBr6-UBH-Z2ggarA,Lucky Chinese Food,"4302 National St, Corona, NY 11368","(40.7467947488294, -73.8638845149859)",2,1.0,11368,chinese food,queens
mJNHTsa6VKRGXhxCw2Jftw,Shun Fook Chinese Restaurant,"13507 Lefferts Blvd, South Ozone Park, NY 11420","(40.6701945, -73.8207816)",14,3.0,11420,chinese food,queens
itg5kpMa44_gB2OScKO_5A,Szechuan Kitchen,"23314 Hillside Ave, Queens Village, NY 11427","(40.733243, -73.736393)",21,3.0,11427,chinese food,queens
S1tRT7lJxnjtb6bfC8X1wQ,Panda King Restaurant,"14911 41st Ave, Flushing, NY 11355","(40.762306391781, -73.8154534195979)",40,3.0,11355,chinese food,queens
uvZKMl19GMOhf7zn1jsFdA,Golden Star Kitchen,"638 Blake Ave, Brooklyn, NY 11207","(40.66756, -73.89527)",2,3.5,11207,chinese food,queens
RuOFTFVTEuYSswAlzjxvwQ,Happy Garden Chinese Restaurant,"188 Wilson Ave, Brooklyn, NY 11221","(40.69921, -73.923601)",22,3.0,11221,chinese food,queens
WmaHnPhHFb3U1W9cPXi_ZQ,Xing Shun Da,"44-18 Kissena Blvd, Flushing, NY 11355","(40.7533664256334, -73.8222449272871)",23,4.0,11355,chinese food,queens
0Lbh9JNaTqyh8IN1IYsNoA,Lin Home Chinese Restaurant,"2461 University Ave, Bronx, NY 10468","(40.8646623, -73.9039155)",10,4.0,10468,chinese food,queens
gbvmwaMk8iQ-OTwlh5woaQ,Orchid,"730 Franklin Ave, Garden City, NY 11530","(40.726032490345, -73.634726727069)",185,3.5,11530,chinese food,queens
RYUdU5C3GlfI7MfoSMO_3A,China Wok,"3839 E Tremont Ave, Bronx, NY 10465","(40.8244256, -73.8200574)",27,2.0,10465,chinese food,queens
0CIkggyxfvL6pqaOxM56_w,Great Wall Place,"1533 Watson Ave, Bronx, NY 10472","(40.82625, -73.87797)",2,4.0,10472,chinese food,queens
OQz_k_yWmub01dPFISElLQ,Mei Wei Restaurant,"765 E 82nd St, Brooklyn, NY 11236","(40.6368, -73.91199)",11,4.0,11236,chinese food,queens
48-joHeN5Y-BWTDI38fzDA,Best Kitchen Time,"1250 Nostrand Ave, Brooklyn, NY 11225","(40.65659, -73.95035)",10,3.5,11225,chinese food,queens
rNrTqF1SSfKo3OkZrdA5ew,New Natural Chinese Restaurant,"1448 Saint Johns Pl, Brooklyn, NY 11213","(40.6702613830566, -73.9303283691406)",1,4.0,11213,chinese food,queens
UeaA5kaaqC8sdCuPqZujmg,Shoo Loong Kan,"133-36 37th Ave, Queens, NY 11354","(40.760446, -73.8337502)",47,4.5,11354,chinese food,queens
cZ42z2_urryidlWp1pjT0w,New Kissena,"44-29 Kissena Blvd, Flushing, NY 11355","(40.7534522, -73.8220494)",54,4.0,11355,chinese food,queens
gWwGJj3MvU-WGNqrSqLecg,Xing Sheng Restaurant,"115 Featherbed Ln, Bronx, NY 10452","(40.84638, -73.91892)",3,4.0,10452,chinese food,queens
LheB86iLZgXASZPqy8qhrg,Lucky Cafeteria,"36-26 Union St, Flushing, NY 11354","(40.76297, -73.8282)",29,4.0,11354,chinese food,queens
6gsxavB8DolodZl-fZX65Q,Chinese Five Star Restaurant,"1715 E 174th St, Bronx, NY 10472","(40.83475, -73.87107)",3,4.5,10472,chinese food,queens
r1mXzhPdmLuKEO4_6-tLfQ,Delicis Legend Chinese cuisine ,"1230 Broadway, Hewlett, NY 11557","(40.637690589135666, -73.70219237116463)",51,4.5,11557,chinese food,queens
MP2PwlyaedmF5pu3DUNKcA,Double Chinese Restaurant,"6110 Myrtle Ave, Ridgewood, NY 11385","(40.700747699777, -73.8937299233951)",11,3.5,11385,chinese food,queens
ZyxYjbxS1PnM8AOOdilUSA,Sheng Jin,"41-40 Main St, Flushing, NY 11355","(40.757, -73.82933)",53,4.0,11355,chinese food,queens
jWuUibgnTGsJibOrr6UUSw,Haidilao Hot Pot Flushing,"138-23 39th Ave, Flushing, NY 11354","(40.76099, -73.827853)",1791,5.0,11354,chinese food,queens
vKCIFg2UXhsovTnRwiQ-6Q,China Star,"1370 Pennsylvania Ave, Brooklyn, NY 11239","(40.64669219122585, -73.88350834348752)",17,2.0,11239,chinese food,queens
qapuYRaMdLaQRb2YXyczuw,E Noodle House,"59-08 Kissena Blvd, Flushing, NY 11355","(40.7404928538453, -73.815112772805)",204,3.5,11355,chinese food,queens
7E7us3528sFPnReiCAAJ7Q,The Great Wall Restaurant,"1179 Pugsley Ave, Bronx, NY 10472","(40.83095, -73.85729)",3,4.5,10472,chinese food,queens
smPWyl_VAdyubc-0qbkujg,Moon Star Chinese Takeout Rest,"17216 46th Ave, Flushing, NY 11358","(40.7531508, -73.7932031)",39,3.0,11358,chinese food,queens
i2Wukiku_P0sMwov7jY58A,Hunan Taste,"4 Alvin Pl, Montclair, NJ 07043","(40.83649, -74.20752)",293,4.0,07043,chinese food,queens
CpkH4QBm7V6AQ4CztQ6fcw,Dumpling Legend,"176-61 Union Tpke, Fresh Meadows, NY 11366","(40.7261295, -73.7912296)",121,3.5,11366,chinese food,queens
4YU12SVyf_Kx4EdyK7iQXQ,Long River Restaurant,"10106 88th St, Ozone Park, NY 11416","(40.6823687157776, -73.8520285166334)",4,1.5,11416,chinese food,queens
K5o0cZklfxInAQ2BB2cP5g,China King,"17545 Hillside Ave, Jamaica, NY 11432","(40.7120464, -73.7867848)",12,2.5,11432,chinese food,queens
cs_I8J88OVUamlN53sUOwA,Long Hing Kitchen,"10422 Liberty Ave, Ozone Park, NY 11417","(40.682126, -73.836169)",18,3.5,11417,chinese food,queens
aDzabMVrD9C5k4IWC6IKdQ,JR Asian Fusion,"896 W Beech St, Long Beach, NY 11561","(40.5858751, -73.6912037)",95,3.5,11561,chinese food,queens
-bBJi79fbtWRzcs_rsU6ag,Kings Wok Restaurant,"1473 Bedford Ave, Brooklyn, NY 11216","(40.67263, -73.95421)",13,4.0,11216,chinese food,queens
04BawY14_FaIOoW6PyYvmg,King Wok,"24825 Northern Blvd, Little Neck, NY 11362","(40.76786, -73.73869)",69,3.5,11362,chinese food,queens
XI5_7QglOiXEk1N2LqD1Lg,Joy Siang Restaurant,"4121 National St, Corona, NY 11368","(40.74813, -73.86297)",5,2.5,11368,chinese food,queens
2hPBnt2OkrvnbLTBlDgLpQ,88 Canteen,"58-46 Main St, Flushing, NY 11355","(40.74402, -73.82608)",147,3.5,11355,chinese food,queens
1nE1Kh1NgbtfRKh5byGQkw,Hood Hing Restaurant,"198 Underhill Ave, Brooklyn, NY 11238","(40.6747, -73.967072)",23,4.0,11238,chinese food,queens
QY_IgBYFzRulRV8sYUkHZQ,Hunan Kitchen of Grand Sichuan,"42-47 Main St, Flushing, NY 11355","(40.7539652372941, -73.8276521082348)",255,3.5,11355,chinese food,queens
uaC_4pjwtdJ_SngBsJABHw,Lee Garden Chinese Restaurant,"121 Wyckoff Ave, Brooklyn, NY 11237","(40.70433, -73.91904)",20,3.0,11237,chinese food,queens
O3yWGOlEtI-nILSQdzglcw,Emperor Seafood Restaurant 帝皇御宴,"136-59 37th Ave 2/F, Flushing, NY 11354","(40.76234355275425, -73.8288636830734)",50,3.5,11354,chinese food,queens
fo2iXH3XKNfbuiPdSSNDZQ,New Chinese Fried Chicken,"1312 Lafayette Ave, Bronx, NY 10474","(40.81668, -73.88678)",2,3.5,10474,chinese food,queens
RFgVkZHcWKD19vHFESuVLw,RuYi Seafood Restaurant,"83-34 Broadway, Elmhurst, NY 11373","(40.74021, -73.87925)",18,3.0,11373,chinese food,queens
6vdeBS-C-yrFpnI5-mFk0Q,Quality Chef Chinese Restaurant,"3573 E Tremont Ave, Bronx, NY 10465","(40.829662, -73.824882)",21,2.5,10465,chinese food,queens
kl165WcBsUTJ9YVuEXjhXw,Panda House,"530 Conduit Blvd, Brooklyn, NY 11208","(40.6767899, -73.86955)",11,2.5,11208,chinese food,queens
w07rM6RwGm13ki5ktbPjlw,King River Chinese Restaurant,"8018 31st Ave, East Elmhurst, NY 11370","(40.758969, -73.887211)",10,3.5,11370,chinese food,queens
xOjlZteEqU0hzKvl1ADyLw,Dragon City Chinese Kitchen,"9510 Sutphin Blvd, Jamaica, NY 11435","(40.698001, -73.806549)",17,3.0,11435,chinese food,queens
09y5uyX7z41mjoA9fVF1bQ,Tang Restaurant,"196-50 Northern Blvd, Flushing, NY 11358","(40.75744, -73.78383)",750,4.0,11358,chinese food,queens
dbpP6kEgBv-WKmEgaahM1w,Best Wok,"17 Bayview Ave, Manhasset, NY 11030","(40.7979278564453, -73.7004089355469)",19,3.5,11030,chinese food,queens
KQwmrWPN5M9fG1QxmAffQA,Island Park Chinese Restaurant,"236 Long Beach Rd, Island Park, NY 11558","(40.60339, -73.65599)",33,4.0,11558,chinese food,queens
OSGauOBXGURiIa-hEl3zPA,Lee's Chinese Resturant,"626 E 187th St, Bronx, NY 10458","(40.8549985, -73.8867142)",9,3.0,10458,chinese food,queens
XgvW66el1VraHx-CuLjEIg,No. 1 Restaurant,"4480 Broadway, New York, NY 10040","(40.8577976485116, -73.9319991019366)",25,3.5,10040,chinese food,queens
2h_chmCFGHrMmm0qBLMLig,China Palace,"3014 Middletown Rd, Bronx, NY 10461","(40.8439535961905, -73.8296643135676)",20,3.0,10461,chinese food,queens
VQRVAys948kxYAlAEddBsw,Liang Pi Wang,"133-35 Roosevelt Ave, Flushing, NY 11354","(40.75898, -73.83325)",22,4.0,11354,chinese food,queens
QqSDuJKKmEHOEPpzCFTQFA,Flower Brook Mifen House,"44-35 Kissena Blvd, Flushing, NY 11355","(40.7532586232438, -73.82172078467093)",40,4.5,11355,chinese food,queens
eGhOqJXpMbPtPIeEj2oOlQ,Golden China,"2960 Middletown Rd, The Bronx, NY 10461","(40.8435234980964, -73.8309017568827)",1,5.0,10461,chinese food,queens
kghCpDxjiwzsB0qc667-gQ,Yummy Chinese Resturant,"985 Nostrand Ave, Brooklyn, NY 11225","(40.664311, -73.950804)",6,4.5,11225,chinese food,queens
Wu9AymEM_RM2cnRPslVlIw,East 21,"71-26 Roosevelt Ave, Jackson Heights, NY 11372","(40.7464685299281, -73.8940858840942)",93,3.5,11372,chinese food,queens
NJGtDl4jqIaRz0qEnfUOOQ,Beijing House,"553 Wilson Ave, Brooklyn, NY 11207","(40.691618, -73.909248)",52,3.5,11207,chinese food,queens
duVKdeFRXc6Tr2UY5vTPwQ,New General Tso's Restaurant,"1215 White Plains Rd, Bronx, NY 10472","(40.83117, -73.8621299)",17,4.0,10472,chinese food,queens
S1yH5vdJh2L2UIb7zJ2OHg,Mito,"64-18 108th St, Forest Hills, NY 11375","(40.732417, -73.849864)",439,4.0,11375,chinese food,queens
qgahlhEavqJl-Muszlk6Kg,Great China Kitchen,"2777 Brower Ave, Oceanside, NY 11572","(40.64251, -73.63326)",23,4.5,11572,chinese food,queens
0Ybi8ZShju5Rm83WXb3Q-Q,Truly Sichuan,"31 Chestnut St, Ridgewood, NJ 07450","(40.98042, -74.11888)",275,4.5,07450,chinese food,queens
ZhGdeImPYGZt99TG68IGFQ,China City Restaurant,"790 Saratoga Ave, Brooklyn, NY 11212","(40.661248, -73.915723)",4,3.5,11212,chinese food,queens
QlVBFWxQ-HY-O2AmqHiJxA,New China Restaurant,"3035 3rd Ave, Bronx, NY 10455","(40.8199502681327, -73.9133950213959)",11,3.0,10455,chinese food,queens
zI4TdT-Y7yAue0VN2LfUKg,Dragon City,"431 Mamaroneck Ave, Mamaroneck, NY 10543","(40.9523377, -73.736352)",32,4.0,10543,chinese food,queens
NWrxzYEmv48RRzgh58budw,Chop Sticks Chinese,"7718 21st Ave, East Elmhurst, NY 11370","(40.7703983, -73.8925204)",7,2.5,11370,chinese food,queens
VBb86ambhnebBuFjVYU0Zw,New City,"236 Knickerbocker Ave, Brooklyn, NY 11237","(40.7029774649578, -73.9258919279945)",19,3.5,11237,chinese food,queens
QVbe9wy9UfC3yHl9ZcNCWg,Sing Wok Chinese Restaurant,"353 E 204th Street, Bronx, NY 10467","(40.872337, -73.87771)",4,4.5,10467,chinese food,queens
Yjzv9BjEKvwTXznB-WT__Q,New Great Wall 8,"2359 Grand Concourse, West Bronx, NY 10468","(40.859233, -73.899337)",5,3.5,10468,chinese food,queens
gueBDw00UM9bhaRlivdamw,He Nan Hui Mian,"136-31 41st Ave, Flushing, NY 11354","(40.75892956986156, -73.8284643038736)",39,4.5,11354,chinese food,queens
dj_AYwfCan42nHkqJbx5BQ,Rainbow Dim Sum,"82-53 Broadway, Elmhurst, NY 11373","(40.7420957, -73.8810986)",50,3.5,11373,chinese food,queens
0odtQty6tMRPQ7UrNysUxw,Wen Gee House,"287 Van Brunt St, New York, NY 11231","(40.678898, -74.010712)",14,3.5,11231,chinese food,queens
yUfLfVqhCfFsACnMX73YEQ,Oceanic Boil,"96-18 Queens Blvd, Rego Park, NY 11374","(40.729405, -73.861621)",99,4.5,11374,chinese food,queens
Xcx72D-DzpQ6o_ATEkpH5A,Ye Garden,"71-02 Fresh Pond Rd, Ridgewood, NY 11385","(40.70169, -73.8952)",29,3.5,11385,chinese food,queens
rlJ2Moc6A9R3qpYJlR8D3Q,Bamboo Express,"772 Flatbush Ave, Ste A, Brooklyn, NY 11226","(40.65395, -73.95993)",37,4.0,11226,chinese food,queens
eQAplOPewrcoaEZ_tHiszQ,Yu Huo,"136-55 37th Ave, New York, NY 11354","(40.76217372141665, -73.82917641984096)",3,4.5,11354,chinese food,queens
yRqxFpGHgiOBDeWc_DqDFA,Great Dragon,"141-36 Rockaway Blvd, New York, NY 11436","(40.67382, -73.79852)",10,2.0,11436,chinese food,queens
cvbgnHz3n-joYo5rqYfkHg,Wonderful Asian Restaurant,"352 A Tompkins Ave, Brooklyn, NY 11216","(40.68555, -73.94449)",22,2.5,11216,chinese food,queens
71Fo7l2j_-bJHoWbq9t2Nw,Win Hing Chinese Restaurant,"9718 Seaview Ave, Brooklyn, NY 11236","(40.63395, -73.88852)",8,3.5,11236,chinese food,queens
tWbod0bHs1uaylqRYAbuIA,Happy Kitchen,"21529 Jamaica Ave, Queens Village, NY 11428","(40.7175713, -73.7397537)",22,4.0,11428,chinese food,queens
ggOQJm8nwqKN8rTb0owqrg,China Wok,"512 E 180th St, Bronx, NY 10457","(40.85077, -73.89445)",1,5.0,10457,chinese food,queens
X5J3A4U8FrRC0bBmWRsAag,New Sheng Chinese Restaurant,"1029 E 167th St, Foxhurst, NY 10459","(40.826996, -73.888199)",6,2.5,10459,chinese food,queens
g7LLglNkZODPM6VyIqiEAQ,Chick It Out,"32-06 35th St, New York, NY 11106","(40.758389, -73.9240812)",23,4.5,11106,chinese food,queens
GLWltF2ol24L4ypz5eTMhw,Dragon Palace,"13822 Farmers Blvd, Jamaica, NY 11434","(40.6723823, -73.7643202)",11,1.5,11434,chinese food,queens
G9uSeXMXv6QB8ZEQeOhYVA,Good Friend 1,"1376 Nostrand Ave, Brooklyn, NY 11226","(40.65314, -73.9499699)",24,3.5,11226,chinese food,queens
9gktK6DNHb3k0y-o6nP7pA,J's Wong,"717 Franklin Ave, Brooklyn, NY 11238","(40.67402, -73.95661)",78,3.5,11238,chinese food,queens
AoSyxpKMTzB4lfPDf34jGA,Sun Rise Chinese Food,"683 A Glen Cove Ave, Glen Head, NY 11545","(40.83213, -73.62991)",29,3.5,11545,chinese food,queens
Ve_iFpnhL8zN789ZL2jnxQ,UThai,"63-55 Wetherole St, Rego Park, NY 11374","(40.7282415, -73.8639467)",236,3.5,11374,chinese food,queens
lLO8Nj-kPJ_b6vEs022GxQ,Xiang Hot Pot,"136-20 Roosevelt Ave, Ste 2M, Flushing, NY 11354","(40.75933, -73.8291799)",436,4.0,11354,chinese food,queens
upTR0Et3cuT-0gFCUezctQ,China Garden,"130 Utica Ave, Brooklyn, NY 11213","(40.67453, -73.930877)",5,3.5,11213,chinese food,queens
a17pR3as9fXBUkctednoaw,New Happy Wok,"450 C Rockaway Turnpike, Cedarhurst, NY 11516","(40.6279773179668, -73.736834803865)",10,3.5,11516,chinese food,queens
XB9fuMzm0D-3qQv-C2qG6g,Ming Garden Chinese Restaurant,"70-68 Kissena Blvd, Oakland Gardens, NY 11367","(40.73004, -73.81538)",28,3.5,11367,chinese food,queens
ONbBpyCoS-isY5syH2ctIw,Empire Szechuan Restaurant,"52 W Madison Ave, Dumont, NJ 07628","(40.9405339, -73.9960822)",30,4.0,07628,chinese food,queens
JMQkWXZw8I20MlfGPD76tw,New Hunan Wok,"14112 Rockaway Blvd, Jamaica, NY 11436","(40.673911, -73.799396)",32,3.0,11436,chinese food,queens
RaD6mv_sU7SxOnTPFAdAmg,China City,"308 E 188th St, Bronx, NY 10458","(40.86057, -73.8951699)",3,2.5,10458,chinese food,queens
4OMdn4aQt4KUNSNCVEiP6Q,New Dragon Star Chinese Kitchen,"4216 White Plains Rd, Bronx, NY 10466","(40.89393, -73.85677)",13,4.0,10466,chinese food,queens
zUJSxop2CICvrCj0V6H4zQ,China King,"2683 Pitkin Ave, Brooklyn, NY 11208","(40.67536, -73.87304)",5,2.5,11208,chinese food,queens
LAOH-0J19Vtx3htuXGqWWg,China Star,"8436 164th St, Jamaica, NY 11432","(40.71423, -73.80267)",21,3.5,11432,chinese food,queens
dG5Tmt3xcvvEBc8e0Eu6Iw,Asian Chef,"29-04 172nd St, Flushing, NY 11358","(40.770236, -73.793407)",42,3.5,11358,chinese food,queens
X1upzQ1oDfU9Jb378kUkRA,Fish Village,"2007 127th St, 3 Fl, College Point, NY 11356","(40.781505, -73.8408955)",108,3.5,11356,chinese food,queens
yNk043q6XT2HmiL_CcJqVQ,New Sunny Chinese Food,"69 Utica Ave, Brooklyn, NY 11213","(40.6766935252582, -73.9302539892331)",14,3.5,11213,chinese food,queens
IjmcxZDPeCgSE81n2qlKmg,New China Star,"10538 Rockaway Blvd, Ozone Park, NY 11417","(40.678356, -73.833305)",15,3.5,11417,chinese food,queens
tgvibHhySfASSEqJbScCiQ,Nurlan Uyghur Restaurant,"43-39 Main St, Flushing, NY 11355","(40.751702, -73.825982)",90,4.5,11355,chinese food,queens
cj1R6HeCiyoP6cJnaYDAtA,Yummy,"495 Middle Neck Rd, Great Neck, NY 11023","(40.7998839765787, -73.7340304255486)",26,3.0,11023,chinese food,queens
LktxVJKPev11aC5SeqlLTA,Daxi Sichuan 大喜,"136-20 Roosevelt Ave, Ste 2R, Flushing, NY 11354","(40.75933, -73.8291799)",311,4.0,11354,chinese food,queens
WFC50sTfBr2cIVn86C5jaA,Panda Express,"90-04 Metropolitan Ave, Forest Hills, NY 11375","(40.7115511931115, -73.85899226604)",109,3.0,11375,chinese food,queens
lutvcLRm1dMq4Mq0slxpeA,Kim PO Restaurant,"11006 Farmers Blvd, Saint Albans, NY 11412","(40.7029498779338, -73.7670286609874)",1,3.0,11412,chinese food,queens
oOT_YtaEMITtVCslCLBbig,Panda Garden,"14701 Union Tpke, Flushing, NY 11367","(40.718563, -73.814944)",44,3.0,11367,chinese food,queens
pMFlBolO7nOaIIDXk_SYKg,Red Chopsticks,"4135 Merrick Rd, Massapequa, NY 11758","(40.6669502, -73.4799957)",29,4.5,11758,chinese food,queens
LyiCS2vA5w13skWiDtAvJw,Liu Bu 伙伴烧烤,"140-8 Holly Ave, Flushing, NY 11355","(40.7507936, -73.8188219)",35,3.5,11355,chinese food,queens
Vb9IMzmaO3oSYAE75B-pJw,Red House Restaurant,"36-36 Prince St, New York, NY 11354","(40.7612755, -73.833035)",17,4.0,11354,chinese food,queens
MnOsRrx4jJKIARJKzlrlNA,Taste of Taco Chan,"6841 Myrtle Ave, Glendale, NY 11385","(40.701953, -73.883163)",2,3.5,11385,chinese food,queens
JQOOWUa4gKNvN_663a_-bw,Peking House,"138 Broadway, Hillsdale, NJ 07642","(41.0041, -74.04042)",77,3.5,07642,chinese food,queens
3W_yj4AVk32FIHnUvkB3sA,Dynamite Seafood,"3720 Prince St, Ste 1D, Flushing, NY 11354","(40.76018, -73.8330299)",193,4.5,11354,chinese food,queens
PJb3LAtkxdKOHnb9ovaULw,China House,"170 N Main St, Port Chester, NY 10573","(41.0040669, -73.6606711)",43,3.5,10573,chinese food,queens
SZQqAil4kuXhNCLR7_6khg,Playground Bar & Bistro And Taitoon Thai Karaoke,"7130 Roosevelt Ave, Jackson Heights, NY 11372","(40.746388, -73.89379)",222,4.0,11372,chinese food,queens
z4mR0xb-3CFZt3L-SUdknQ,Shiny House,"214-17 Jamaica Ave, Queens Village, NY 11428","(40.71675, -73.74333)",2,5.0,11428,chinese food,queens
v_FwFhFlI17w3Ti9O7cY9Q,j&k gourmet,"23-02 College Point Blvd, Queens, NY 11356","(40.77843, -73.84633)",4,3.5,11356,chinese food,queens
uy-rlHFzdiGT7lrGqSYJbA,Taipei Hong,"136-55 Roosevelt Ave, Unit D, Flushing, NY 11354","(40.760271, -73.828224)",115,4.0,11354,chinese food,queens
eXugq8M0VYBJ4QtsqnLU_A,D & Y Kitchen,"1266 Peninsula Blvd, Hewlett, NY 11557","(40.6435471, -73.7051315)",23,3.5,11557,chinese food,queens
1yGMdJX048NHUAAV-MLlWg,Szechwan Absolute 绝对四川,"39-16 Prince St, Ste 209, Flushing, NY 11354","(40.75924, -73.8326)",85,4.0,11354,chinese food,queens
T6C8ypkaLU5dfRR9j0DVFw,Northern Dumpling House,"83-05 Broadway, Flushing, NY 11373","(40.74115, -73.87963)",5,4.0,11373,chinese food,queens
FfUc69vNKeTkGqdpnq0giQ,Fansway Teriyaki Kitchen,"1513A Myrtle Ave, Brooklyn, NY 11237","(40.6992860185837, -73.9152270555496)",33,4.0,11237,chinese food,queens
iCjntZ9WI6Vl_onP_JqZPA,No 1 Chinese Restaurant,"479 Ralph Ave, Brooklyn, NY 11233","(40.672897, -73.921928)",24,2.5,11233,chinese food,queens
3cjw6qOQe5Qf_l_SciOfcQ,Yummy 88,"130 Wilson Ave, Brooklyn, NY 11237","(40.70066519678717, -73.926149)",37,3.5,11237,chinese food,queens
_L2BZ3fKiBzROVxWdYf3uA,New Yummy Chinese Kitchen,"1811 Randall Ave, Bronx, NY 10473","(40.817212, -73.8623779)",6,3.5,10473,chinese food,queens
Cdfk6TPrv554h6zHrcXZJg,Golden Dragon Restaurant,"785 Yonkers Ave, Yonkers, NY 10704","(40.922411, -73.8634427)",39,3.5,10704,chinese food,queens
W66iSwQ8pWgxOT3Ss97vpw,Panda Restaurant,"791 Lydig Ave, Bronx, NY 10462","(40.8545251961457, -73.8640703307955)",14,4.0,10462,chinese food,queens
0X3tWaNDCGiC9dVixYWmzg,Wai Kang Restaurant,"39 Bedford Park Blvd, New York, NY 10468","(40.8726463317871, -73.8882446289062)",16,3.5,10468,chinese food,queens
I8qw99wrI8_6q8LgnL4pYQ,Little Dumpling Bayside,"221-02A Horace Harding Expy, Oakland Gardens, NY 11364","(40.74890585705298, -73.75599543396578)",181,3.5,11364,chinese food,queens
woylrqH13UJgLHtZx49eIA,Peking Kitchen,"344 Classon Ave, Brooklyn, NY 11238","(40.688951201943325, -73.96018884463741)",7,3.0,11238,chinese food,queens
aT4miHx_6Gnp_lhGXscovw,New Far East Kitchen,"7104 Kissena Blvd, Flushing, NY 11367","(40.7294358, -73.8153392)",8,2.5,11367,chinese food,queens
YJqM9wxCH-PNslHbffzbGg,Dynasty Chinese Restaurant,"1669 Flatbush Ave, Brooklyn, NY 11210","(40.630418, -73.944)",48,3.0,11210,chinese food,queens
VKAAQFmZtp9o6p7u8qY8gA,Closter Number One Chinese Restaurant,"570 Piermont Rd, Unit C6, Closter, NJ 07624","(40.969288, -73.953537)",19,4.0,07624,chinese food,queens
